"iso2","year","month","is_hired_1mo_n_users_keywords_total","is_unemployed_n_users_keywords_total","job_offer_n_users_keywords_total","job_search_n_users_keywords_total","lost_job_1mo_n_users_keywords_total","is_hired_1mo_n_users_keywords_gender_male","is_hired_1mo_n_users_keywords_gender_female","is_unemployed_n_users_keywords_gender_male","is_unemployed_n_users_keywords_gender_female","job_offer_n_users_keywords_gender_male","job_offer_n_users_keywords_gender_female","job_search_n_users_keywords_gender_male","job_search_n_users_keywords_gender_female","lost_job_1mo_n_users_keywords_gender_male","lost_job_1mo_n_users_keywords_gender_female","is_hired_1mo_n_users_bert05_total","is_unemployed_n_users_bert05_total","job_offer_n_users_bert05_total","job_search_n_users_bert05_total","lost_job_1mo_n_users_bert05_total","is_hired_1mo_n_users_bert05_gender_male","is_hired_1mo_n_users_bert05_gender_female","is_unemployed_n_users_bert05_gender_male","is_unemployed_n_users_bert05_gender_female","job_offer_n_users_bert05_gender_male","job_offer_n_users_bert05_gender_female","job_search_n_users_bert05_gender_male","job_search_n_users_bert05_gender_female","lost_job_1mo_n_users_bert05_gender_male","lost_job_1mo_n_users_bert05_gender_female","is_hired_1mo_n_users_bert09_total","is_unemployed_n_users_bert09_total","job_offer_n_users_bert09_total","job_search_n_users_bert09_total","lost_job_1mo_n_users_bert09_total","is_hired_1mo_n_users_bert09_gender_male","is_hired_1mo_n_users_bert09_gender_female","is_unemployed_n_users_bert09_gender_male","is_unemployed_n_users_bert09_gender_female","job_offer_n_users_bert09_gender_male","job_offer_n_users_bert09_gender_female","job_search_n_users_bert09_gender_male","job_search_n_users_bert09_gender_female","lost_job_1mo_n_users_bert09_gender_male","lost_job_1mo_n_users_bert09_gender_female"
"BR",2019,11,0.0971031478480143,0.0232533410610768,0.0204489180185349,0.0759531240688439,0.00660207924598412,0.0227757821854339,0.0534017971758665,0.0162684158467385,0.0061617458279846,0.0175698891144776,0.0174582798459564,0.016919152480608,0.0297817715019255,0.0065073663386954,0.00205391527599487,0.40290211044519,1.60296147073292,0.321982820571845,0.475116003790645,0.0163591344148279,0.128195116872299,0.204364569961489,0.422978812015201,0.747625160462131,0.465927429850591,0.286521181001284,0.0878494455723879,0.182798459563543,0.00585662970482586,0.00513478818998716,0.098855912249603,0.53745599100715,0.105633267935746,0.0570232685316859,0.00391450716354811,0.0221250455515644,0.0492939666238768,0.108673017856213,0.23209242618742,0.164636368368994,0.0801026957637997,0.00845957624030402,0.0112965340179718,0.00065073663386954,0.00102695763799743
"BR",2019,12,0.100248138957816,0.0195591884396438,0.0158808933002481,0.0746752298934462,0.00677273390745876,0.0337564137186065,0.0476892395733981,0.0209289765055361,0.00758692447758606,0.0195787199567918,0.00867077083152692,0.00810153929246557,0.032515390618226,0.00540102619497705,0.00541923176970433,0.468427966720187,1.71934024230039,0.280251058239673,0.475317471901912,0.0165815209458473,0.161355657574939,0.208098499956646,0.430731839049419,0.784704760253187,0.380772346745882,0.231943119743345,0.0769646232784229,0.205930807248764,0.00607615446934918,0.0032515390618226,0.10264195008028,0.622916362574807,0.0899722668223617,0.0568092249306671,0.00350313822799591,0.0303807723467459,0.0422700078036937,0.1235484742101,0.274213127547039,0.137726167971915,0.0737015520679788,0.00810153929246557,0.032515390618226,0.00135025654874426,0
"BR",2020,1,0.115261941968458,0.0253844063870514,0.0208096342469674,0.139921079601593,0.00474214185252608,0.0416790711521286,0.0543067372299305,0.0158777413912871,0.00638902790940358,0.0211703218550495,0.010648379849006,0.0238166120869306,0.0404638434262227,0.00330786278985148,0.0010648379849006,0.569782291057046,2.28415025560145,0.359677512038067,0.803653569242803,0.0180759289437465,0.191856041811386,0.233199518693231,0.513380304984949,0.813536220464056,0.457146637557474,0.348202021062495,0.135622374383911,0.268339172194951,0.00727729813767325,0.00638902790940358,0.14209688586334,0.901397481308987,0.124802015577657,0.103490272193363,0.00424003271519979,0.0396943534782177,0.0702793070034394,0.143561245079554,0.286441417938261,0.177301445536039,0.155466345795487,0.0119083060434653,0.0340748155168191,0.00132314511594059,0
"BR",2020,2,0.0896684122791789,0.0216867212655157,0.0167425982827038,0.0971407799691105,0.00494412298281187,0.0274043731610223,0.0350573772407507,0.0108175157214562,0.00701147544815014,0.0201926960133849,0.0105172131722252,0.0129810188657474,0.0397316942061841,0.00288467085905498,0.00233715848271671,0.480422677568458,1.81117832496484,0.272432412996077,0.576271243576152,0.0205068737355265,0.172359083828535,0.197489891789562,0.429815957999192,0.703484703297731,0.296399930767899,0.155421039100661,0.0944729706340506,0.203332787996354,0.0129810188657474,0.00584289620679178,0.118321852293202,0.666613854443896,0.0850613885906497,0.0727572643493337,0.00483175655138433,0.0288467085905498,0.0432374319302592,0.103126983211216,0.238390165237105,0.0894247966307044,0.0397316942061841,0.00937518029192869,0.0233715848271671,0.000721167714763745,0.00116857924135836
"BR",2020,3,0.0956428146677778,0.0293877533699107,0.0148530161436372,0.0690134785816855,0.00854048428259136,0.0322969163173441,0.0620958417198407,0.0309512114707881,0.00642370776412145,0.012784196042282,0.00535308980343454,0.012111343619004,0.0256948310564858,0.00403711453966801,0.00321185388206073,0.393074462944112,1.76851680433114,0.377744028424429,0.422621355772704,0.0305017295806834,0.122459141036596,0.165945783906471,0.574615969479414,0.75478566228427,0.359303194030453,0.161663312063723,0.0726680617140243,0.153098368378228,0.010765638772448,0.00642370776412145,0.0929374438701868,0.543142972481074,0.0753260104427313,0.0484844884117299,0.00678995023709127,0.0208584251216181,0.0310479208599203,0.125823403152986,0.205558648451886,0.0955450441054763,0.0492484261915978,0.00605567180950202,0.0182005053316774,0,0
"BR",2020,4,0.0653465910014797,0.0357221255630173,0.0133132246052781,0.0270837737198979,0.0102643945430007,0.0170361100008518,0.0471065324471844,0.0399693350019985,0.00819244042559728,0.0117942300005897,0.00921649547879694,0.00720758500036038,0.0174089359043942,0.00917329000045866,0.00614433031919796,0.245735703019561,1.25093497455243,0.26656937511179,0.199901624416657,0.0295736516040911,0.0864910200043246,0.105477670479565,0.4580092650229,0.592927875802603,0.262094000013105,0.165896918618345,0.0425902750021295,0.0798762941495735,0.0209675200010484,0.0163848808511946,0.0366367745817005,0.333186311972552,0.0588424202019545,0.0164128685019269,0.00752044748695101,0.0157256400007863,0.0204811010639932,0.102216660005111,0.175113414097142,0.0674892050033745,0.0368659819151878,0.00131047000006552,0.0051202752659983,0.00196570500009828,0.00102405505319966
"BR",2020,5,0.0819009535683424,0.027266530334015,0.0144948469805359,0.0404943452358327,0.00891990583417591,0.0335614139629181,0.0409618280046054,0.0273970726227903,0.00885661146045523,0.0150683899425346,0.00885661146045523,0.00410956089341854,0.0177132229209105,0.00342463407784878,0.00664245859534142,0.268205350423062,1.2122456116344,0.268509438121954,0.259842938703522,0.0195122940122598,0.0794515106060917,0.111814719688247,0.380134382641215,0.598928350013285,0.291093896617146,0.141705783367284,0.0479448770898829,0.0941014967673368,0.0116437558646859,0.011070764325569,0.0457145174001515,0.347268152135076,0.0664938434911295,0.0258474544058507,0.00501744703172395,0.0102739022335463,0.0166061464883536,0.0883555592084986,0.159419006288194,0.0856158519462195,0.0387476751394916,0.00410956089341854,0.00774953502789833,0.00205478044670927,0.00221415286511381
"BR",2020,6,0.0778422593474266,0.0199817164752049,0.0156091271193076,0.0502339335305405,0.00727070090573613,0.0254220052877771,0.0463832925001784,0.0138005171562219,0.00475726076924907,0.0130741741479997,0.0118931519231227,0.00290537203288881,0.0202183582693085,0.00363171504111101,0.00475726076924907,0.28879427373833,1.22864676494485,0.246085261424915,0.344519365994881,0.0128127036940245,0.0857084749702199,0.140339192692847,0.350823672971324,0.484051283271093,0.262209825968215,0.15223234461597,0.0457596095179988,0.0927665850003568,0.00871611609866644,0.00118931519231227,0.0573012581871651,0.398312383884873,0.0672666943936286,0.0370653214005709,0.00259304717617163,0.0138005171562219,0.0249756190385576,0.0733606438304425,0.140339192692847,0.0864348179784421,0.0416260317309293,0.00363171504111101,0.00594657596156133,0.00145268601644441,0
"BR",2020,7,0.0953471856804891,0.0195186330753665,0.0177004590354694,0.0665772552844694,0.00620318201847265,0.0287140007915752,0.0502685398312035,0.0147450274335116,0.00396856893404238,0.0155210815089595,0.0198428446702119,0.00776054075447977,0.0238114136042543,0.00543237852813584,0.00132285631134746,0.359944984192581,1.47448567064954,0.261496207502856,0.445452639774803,0.014598868026233,0.101663083883685,0.157419901050348,0.380266496969509,0.559568219699976,0.265410493803208,0.129639918512051,0.0566519475077023,0.130962774823399,0.00465632445268786,0.00529142524538985,0.0788231922002473,0.500211763799941,0.0810691718965908,0.0533152799346313,0.00320854242334792,0.0131929192826156,0.0251342699156018,0.0853659482992775,0.16667989522978,0.0876941105256214,0.0423314019631188,0.00543237852813584,0.0132285631134746,0,0
"BR",2020,8,0.10991316646839,0.0186383760968684,0.0193306586376093,0.069654274099154,0.00569801783532835,0.0439456956760574,0.0602038722035986,0.0156948913128777,0.00684134911404529,0.0149101467472338,0.0136826982280906,0.00549321195950718,0.0177875076965178,0.00392372282821941,0.00410480946842717,0.430439982831393,1.59746858901103,0.296296927437074,0.499561731899208,0.0156562359213695,0.109864239190144,0.187452965724841,0.339794396923801,0.548676198946432,0.289570744722593,0.128617363344051,0.0627795652515106,0.132722172812479,0.00549321195950718,0.00410480946842717,0.100008200885483,0.541524704368729,0.0872808526364782,0.0570866833595513,0.00303539267863286,0.0164796358785215,0.0410480946842717,0.0761202228674566,0.172401997673941,0.0863219022208271,0.0355750153930355,0.00392372282821941,0.0150509680508996,0.00235423369693165,0
"BR",2020,9,0.108105426016141,0.0197946947051039,0.0191084786219936,0.0851435801582203,0.00781230617694768,0.0294717389919072,0.0666463025186748,0.0175237366978908,0.00277692927161145,0.0151341362390875,0.0111077170864458,0.00876186834894539,0.0194385049012802,0.00318613394507105,0.00138846463580573,0.45026332222543,1.77883044497946,0.311330958321874,0.575471364466781,0.0170498303726628,0.123462690371503,0.177723473383133,0.403842477537756,0.580378217766793,0.294717389919072,0.124961817222515,0.0700949467915631,0.15273110993863,0.00796533486267763,0.0055538585432229,0.107366424080484,0.597113564011028,0.0905277371180086,0.0624984494155814,0.00364222382573912,0.0151341362390875,0.0374885451667546,0.0908048174345249,0.15273110993863,0.0884152169757217,0.0402654744383661,0.00318613394507105,0.0166615756296687,0.00159306697253553,0
"BR",2020,10,0.112934023815918,0.021971186964187,0.0180970404705018,0.085974209859862,0.00679302398892737,0.0402828017099638,0.051278398974432,0.0123314699112134,0.004273199914536,0.0115093719171325,0.012819599743608,0.00575468595856626,0.02848799943024,0.00328839197632358,0,0.504328960677944,1.88522336842709,0.317733082982095,0.606701955011076,0.021546622964879,0.127425189082539,0.18517199629656,0.388030253206182,0.611067587778648,0.300887865833607,0.17092799658144,0.0665899375205525,0.176625596467488,0.00822097994080894,0.002848799943024,0.127581481792042,0.61131908850355,0.0961637458432531,0.059810453402509,0.00413949899325262,0.0221966458401841,0.055551598888968,0.0805656034199276,0.180898796382024,0.0986517592897073,0.052702798945944,0.00493258796448537,0.015668399686632,0.00246629398224268,0.001424399971512
"BR",2020,11,0.115802062129043,0.0186251385705048,0.0179411645552038,0.0886009416743789,0.00768155432568843,0.0356937154724144,0.0549799111862973,0.0121683120928686,0.00704870656234581,0.00973464967429485,0.00986818918728413,0.00811220806191237,0.0197363783745683,0.00324488322476495,0.00422922393740749,0.497933083139146,1.86046193500458,0.310155909246119,0.570381715375262,0.0177833243978266,0.137096316246319,0.153661803059139,0.400743078258471,0.534291957425812,0.274192632492638,0.148022837809262,0.0640864436891077,0.13392542468457,0.00567854564333866,0.00845844787481497,0.120747720393527,0.606369271257255,0.0917051314361297,0.0604001668896597,0.00420907086339092,0.0210917409609722,0.0493409459364207,0.0762547557819763,0.145203355184324,0.0868006262624624,0.0394727567491365,0.00243366241857371,0.00986818918728413,0.00162244161238247,0.00140974131246916
"BR",2020,12,0.108100852318832,0.0187044731747597,0.0146334996014297,0.0787788399595763,0.00946226290017258,0.0276264557847208,0.0393147142878744,0.0129499011490879,0.0120968351654998,0.0120865744058154,0.0105847307698123,0.00949659417599779,0.0287299835180621,0.00776994068945274,0.00151210439568748,0.500124604799238,1.71454003224871,0.266758795365912,0.480594934278533,0.0190345521131379,0.145038892869784,0.213206719791934,0.369503846120641,0.54586968684318,0.250364755549033,0.0982867857196861,0.0621595255156219,0.114919934072248,0.00690661394618021,0.00756052197843739,0.103534760337935,0.556788155887481,0.0782287083956128,0.0494568276003206,0.00434603935531182,0.0155398813789055,0.0332662967051245,0.0638861790021669,0.166331483525623,0.0751094266647098,0.0257057747266871,0.00604328720290768,0.0105847307698123,0.000863326743272526,0.00151210439568748
"BR",2021,1,0.112138916199241,0.0220822420440489,0.0206244901242707,0.119049740115227,0.00718077797520418,0.0276074389499134,0.0608220883193301,0.0125488358863243,0.00565786868086792,0.0184049592999423,0.00848680302130188,0.0100390687090594,0.0282893434043396,0.005856123413618,0.00424340151065094,0.534617018875728,2.14381316587543,0.337226610775378,0.704418122123977,0.0230000858453908,0.13636401663139,0.229143681575151,0.425823831075937,0.671871905853065,0.298662294094518,0.148519052872783,0.0652539466088863,0.200854338170811,0.00836589059088285,0.00848680302130188,0.120291528787631,0.761000492936112,0.101664698701575,0.0835237859221118,0.0045352281948658,0.0150586030635891,0.0480918837873773,0.0811491387315637,0.226314747234717,0.100390687090594,0.0381906135958584,0.00836589059088285,0.0226314747234717,0,0.00141446717021698
"BR",2021,2,0.0965307654441216,0.0229047004289426,0.0208758458454931,0.0983994472972987,0.0062467364806207,0.0218868115124629,0.0675292401609897,0.0168360088557407,0.00405175440965938,0.0168360088557407,0.0135058480321979,0.0134688070845925,0.0256611112611761,0.0050508026567222,0.00405175440965938,0.467063681474102,1.95576242753519,0.424404344311572,0.594881520231417,0.0172452639593204,0.127953667303629,0.159369006779936,0.429318225821387,0.652332459955161,0.345138181542683,0.178277194025013,0.0850218447214903,0.156667837173496,0.00673440354229626,0.00945409362253856,0.106194520170552,0.655266639544084,0.107102165642095,0.0664182921529244,0.00400431825680814,0.0235704123980369,0.0324140352772751,0.104383254905592,0.175576024418573,0.0976488513632958,0.0418681288998136,0.00589260309950923,0.0121552632289781,0.0025254013283611,0.00135058480321979
"BR",2021,3,0.0874011086593832,0.0229266454980894,0.0191593563317367,0.0756148754103654,0.00796512566600291,0.0332443974666064,0.0374256684640228,0.0196056703008192,0.00970295108326518,0.0102290453743404,0.0124752228213409,0.0102290453743404,0.0166336304284546,0.00170484089572341,0.00138613586903788,0.408051235132662,1.79263764060061,0.313007911307249,0.49728216995856,0.0170066196652494,0.124453385387809,0.142771994510902,0.423652962587267,0.608513646507631,0.294937474960149,0.116435412999182,0.0596694313503192,0.13722745103475,0.00681936358289363,0.00277227173807577,0.0899305742425058,0.570367579785803,0.0900920294924923,0.0511813142457349,0.00387492599967709,0.0213105111965426,0.0277227173807577,0.0895041470254788,0.187128342320114,0.102290453743404,0.0429702119401744,0.00255726134358511,0.0152474945594167,0.00255726134358511,0
"BR",2021,4,0.0787594889471565,0.018593262561091,0.0190515472016813,0.0636360958076776,0.00530300798397313,0.016983016983017,0.0394153391361471,0.00899100899100899,0.00164230579733946,0.022977022977023,0.00985383478403679,0.00899100899100899,0.0131384463787157,0.001998001998002,0.00492691739201839,0.364139881566155,1.41937300114244,0.288981200509351,0.404927214578689,0.0138794776864482,0.132867132867133,0.142880604368533,0.304695304695305,0.507472491377895,0.262737262737263,0.119888323205781,0.048951048951049,0.151092133355231,0.00599400599400599,0.00492691739201839,0.0850445354466802,0.437530893294968,0.0860265739622308,0.0426859408092652,0.00346986942161205,0.018981018981019,0.0262768927574314,0.0599400599400599,0.133026769584497,0.0849150849150849,0.0229922811627525,0.004995004995005,0.0147807521760552,0,0
"BR",2021,5,0.075764297357905,0.0166142144608035,0.0214853977582119,0.0556706662560955,0.00374037288908142,0.0174969380358437,0.0241798984444265,0.00999825030619642,0.00402998307407109,0.0237458444772165,0.0100749576851777,0.00749868772964731,0.00805996614814218,0.00124978128827455,0,0.325847368430209,1.18952556414392,0.260260364747246,0.340286947490384,0.0134827394838981,0.0999825030619642,0.124929475296204,0.247456695078361,0.441283146610784,0.246206913790087,0.147094382203595,0.0424925638013348,0.102764568388813,0.00499912515309821,0.00402998307407109,0.0748944431976535,0.375516040980569,0.0788087869187852,0.0363599038985124,0.00287051872882992,0.011248031594471,0.0282098815184976,0.047491688954433,0.141049407592488,0.0624890644137276,0.0644797291851374,0.00374934386482366,0.0161199322962844,0,0
"BR",2021,6,0.036967401112202,0.00874497660718758,0.0137799631385986,0.0312699163529738,0.00211999432901517,0.0133313018968538,0.0260103391097961,0.00190447169955054,0.00325129238872452,0.0228536603946065,0.00325129238872452,0.00571341509865163,0.0162564619436226,0.00190447169955054,0,0.18443950662432,0.690190653740001,0.162047066524097,0.196496974370594,0.0071549808604262,0.0514207358878647,0.0682771401632149,0.171402452959549,0.253600806320512,0.13902643406719,0.0845336021068375,0.020949188695056,0.0552719706083168,0.00380894339910109,0,0.0418698879980496,0.21173443361039,0.0559148504277751,0.0208024443534614,0.00145749610119793,0.00380894339910109,0.0227590467210716,0.0247581320941571,0.0910361868842865,0.0285670754932582,0.0260103391097961,0.00190447169955054,0.00975387716617355,0.00190447169955054,0
"BR",2021,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2021,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2021,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2021,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2021,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2022,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2023,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BR",2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
